Product code,Language,Vendor,Product URL,Product name,Image URL,Price,Category,Description
"SKU5601","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/american-diamond-studded-latkan-rakhi/","American diamond studded latkan rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0192.JPG","265.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Authentic designer latkan rakhi with American diamond studded on it.</p><p>This season enjoy Raksha Bandhan with your Bhabhi and tie them this modern yet authentic rakhi and make them feel special.</p><p>Free shipping in India.</p>"
"SKU5102","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/designer-triangle-tower-latkan-rakhi/","Designer triangle tower latkan rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0193.JPG","200.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Designer triangle tower latkan rakhi with american diamonds studded all over the rakhi.</p><p>A really simple and elegant rakhi for your Bhabhi, make them feel special this season of Raksha Bandhan.</p><p>Free shipping in India.</p><p> </p>"
"SKU5401","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/designer-bell-shaped-latkan-rakhi/","Designer bell shaped latkan rakhi","https://www.threadcrafts.in/images/thumbnails/280/208/detailed/2/DSC_0202.JPG","220.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Designer bell shaped latkan rakhi with american diamonds studded on rakhi.</p><p>Make your dear ones feel special with our authentic range of designer rakhis.</p><p>Free delivery in India.</p>"
"SKU4603","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/heart-shaped-designer-rakhi/","Heart shaped designer rakhi","https://www.threadcrafts.in/images/thumbnails/280/420/detailed/2/DSC_0209.JPG","190.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Heart shaped designer rakhi with american diamonds studded on it.</p><p>Make your dear ones feel special on this auspicious occassion of Raksha Bandhan.</p><p>Free delivery in India.</p>"
"SKU4203","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/designer-bracelet-style-bhabhi-rakhi/","Designer bracelet style bhabhi rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0216.JPG","150.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Elegant designer bracelet bhabhi rakhi with american diamonds.</p><p>Make your dear ones feel special on this auspicious occassion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU4202","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/designer-bracelet-style-bhabhi-rakhi-with-red-diamonds/","Designer bracelet style bhabhi rakhi with red diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0218.JPG","150.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Designer bracelet style bhabhi rakhi with red diamonds.</p><p>Make your dear ones feel special on this auspicious occassion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU8145","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/silver-coated-rakhi/silver-coated-om-and-ganpati-rakhi/","Silver coated OM & Ganpati rakhi","https://www.threadcrafts.in/images/thumbnails/280/198/detailed/2/DSC_0224.JPG","235.00","Our Special///Raksha Bandhan///Silver Coated Rakhi","<p>Silver coated OM & Ganpati rakhi.</p><p>Make your dear ones feel special on this auspicious occassion of Raksha Bandhan.<br /><br />Free Delivery in India.</p>"
"SKU8149C","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/silver-coated-rakhi/silver-coated-saakhya-rakhi/","Silver coated SAAKHYA rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0230.JPG","265.00","Our Special///Raksha Bandhan///Silver Coated Rakhi","<p>Silver coated SAAKHYA rakhi.</p><p>Make your dear ones feel special on this auspicious occassion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU8138","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/silver-coated-rakhi/silver-coated-om-and-peacock-rakhi/","Silver coated OM & Peacock rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0233.JPG","220.00","Our Special///Raksha Bandhan///Silver Coated Rakhi","<p>Silver coated OM & Peacock rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU8105","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/silver-coated-rakhi/silver-coated-om-rakhi/","Silver coated OM rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0235.JPG","175.00","Our Special///Raksha Bandhan///Silver Coated Rakhi","<p>Silver coated OM rakhi with American diamonds studded on it.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKUSA66","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/colorful-bhabhi-rakhi/","Colorful bhabhi rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0240.JPG","120.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Colorful bhabhi rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKUR273","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/colorful-bhabhi-rakhi-with-artifical-flower-and-american-diamonds/","Colorful bhabhi rakhi with artifical flower and american diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0241.JPG","80.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","<p>Colorful bhabhi rakhi with artifical flower and american diamonds.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKUR279","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/bhabhi-rakhi/colorful-bhabhi-rakhi-with-artifical-flowers/","Colorful bhabhi rakhi with artifical flowers","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0245.JPG","75.00","Our Special///Raksha Bandhan///Bhabhi Rakhi","Colorful bhabhi rakhi with artifical flowers.<br /><br />Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.<br /><br />Free Delivery in India."
"SKUHU0010","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/fancy-rakhi/kalash-and-saakhya-rakhi/","Kalash & Saakhya rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0253.JPG","112.00","Our Special///Raksha Bandhan///Fancy Rakhi","<p>Kalash & Saakhya fancy rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKUCRM001","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/fancy-rakhi/veera-rakhi-with-american-diamonds/","VEERA rakhi with american diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0269.JPG","124.00","Our Special///Raksha Bandhan///Fancy Rakhi","<p>VEERA rakhi with american diamonds studded on it.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2957","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/fancy-rakhi/ruby-and-emerald-rakhi-with-american-diamonds/","Ruby & Emerald rakhi with american diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0272.JPG","112.00","Our Special///Raksha Bandhan///Fancy Rakhi","<p>Ruby & Emerald rakhi with american diamonds.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU3603","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/kids-rakhi/chota-bheem-and-ganpati-cartoon-rakhi/","Chota Bheem & Ganpati cartoon rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0278.JPG","55.00","Our Special///Raksha Bandhan///Kids Rakhi","<p>Chota Bheem & Ganpati cartoon rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU7201","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/kids-rakhi/cute-ganpati-cartoon-rakhi/","Cute Ganpati Cartoon Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0281.JPG","60.00","Our Special///Raksha Bandhan///Kids Rakhi","<p>Cute Ganpati Cartoon Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU7204","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/kids-rakhi/angry-birds-rakhi/","Angry Birds Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0285.JPG","60.00","Our Special///Raksha Bandhan///Kids Rakhi","<p>Angry Birds Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU3602","en","Thread Crafts","https://www.threadcrafts.in/our-special/doreamon-rakhi/","Doreamon Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0287.JPG","55.00","Our Special","<p>Doreamon Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU3137A","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/gold-plated-rakhi/gold-plated-ganpati-with-american-diamonds/","Gold plated Ganpati with American Diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0292.JPG","80.00","Our Special///Raksha Bandhan///Gold Plated Rakhi","<p>Gold plated Ganpati with American Diamonds.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU3136","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/gold-plated-rakhi/gold-plated-om-with-american-diamonds/","Gold plated OM with American Diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0293.JPG","76.00","Our Special///Raksha Bandhan///Gold Plated Rakhi","<p>Gold plated OM with American Diamonds.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU1922","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/blue-pearl-with-american-diamonds-rakhi/","Blue Pearl with American Diamonds Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0299.JPG","68.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Blue Pearl with American Diamonds Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU1925","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/blue-pearls-saakhya-with-american-diamonds/","Blue pearls SAAKHYA with American Diamonds","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0305.JPG","75.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Blue pearls SAAKHYA with American Diamonds.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU1617B","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/thread-style-rakhi-with-rice-shaped-beads/","Thread style rakhi with Rice shaped beads","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0307.JPG","76.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Thread style rakhi with Rice shaped beads.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU1617","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/beads-style-rakhi-with-rice-shaped/","Beads style rakhi with Rice shaped","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0311.JPG","76.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Beads style rakhi with Rice shaped.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.<br /><br />Free Delivery in India.</p>"
"SKU8598","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/silver-coated-rakhi/silver-coated-om-flower-rakhi/","Silver Coated OM Flower Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0314.JPG","88.00","Our Special///Raksha Bandhan///Silver Coated Rakhi","<p>Silver Coated OM Flower Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2719","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/colorful-peacock-rakhi/","Colorful Peacock Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0327.JPG","76.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Colorful Peacock Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2005","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/rudraksh-beads-and-mauli-rakhi/","Rudraksh Beads & Mauli Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0345.JPG","62.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Rudraksh Beads & Mauli Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2106","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/green-velvet-and-beads-rakhi/","Green Velvet & Beads Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0346.JPG","64.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Green Velvet & Beads Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2117","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/fancy-rakhi/colorful-beads-and-american-diamonds-rakhi/","Colorful Beads & American Diamonds Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0356.JPG","64.00","Our Special///Raksha Bandhan///Fancy Rakhi","<p>Colorful Beads & American Diamonds Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2601","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/fancy-rakhi/american-diamonds-beads-and-rudraksh-rakhi/","American Diamonds, Beads & Rudraksh Rakhi","https://www.threadcrafts.in/images/thumbnails/280/203/detailed/2/DSC_0358.JPG","73.00","Our Special///Raksha Bandhan///Fancy Rakhi","<p>American Diamonds, Beads & Rudraksh Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2708","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/rudraksh-and-beads-rakhi/","Rudraksh & Beads Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0362.JPG","76.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Rudraksh & Beads Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2319","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/simple-designer-mauli-rakhi/","Simple Designer Mauli Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0350.JPG","67.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Simple Designer Mauli Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2318","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/classic-rakhi/designer-mauli-rakhi/","Designer Mauli Rakhi","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0354.JPG","67.00","Our Special///Raksha Bandhan///Classic Rakhi","<p>Designer Mauli Rakhi.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p>"
"SKU2608","en","Thread Crafts","https://www.threadcrafts.in/our-special/raksha-bandhan/fancy-rakhi/fancy-american-diamond-rakhi-with-colorful-threads/","Fancy American Diamond Rakhi with Colorful Threads","https://www.threadcrafts.in/images/thumbnails/280/186/detailed/2/DSC_0343.JPG","75.00","Our Special///Raksha Bandhan///Fancy Rakhi","<p>Fancy American Diamond Rakhi with Colorful Threads.</p><p>Make your dear ones feel special on this auspicious occasion of Raksha Bandhan.</p><p>Free Delivery in India.</p><p> </p><p>NOTE:- If your selected thread color is not available, we shall send you the next available color</p>"
